Protein	Protein_name	MP-LFC-MS1var-OT-S1-120kMS1_MHRM_R01	MP-LFC-MS1var-OT-S1-120kMS1_MHRM_R02	MP-LFC-MS1var-OT-S1-120kMS1_MHRM_R03	MP-LFC-MS1var-OT-S2-120kMS1_MHRM_R01	MP-LFC-MS1var-OT-S2-120kMS1_MHRM_R02	MP-LFC-MS1var-OT-S2-120kMS1_MHRM_R03
P10771	H11_CAEEL	10813499.41	9168225.407	9744945.573	12264249.57	13224352.75	11674280.93
Q14118	DAG1_HUMAN	4636475.203	4778439.444	4818520.963	4711537.98	4973824.22	5481923.262
P00899	TRPE_YEAST	11738244.73	11683499.7	12521725.59	6085321.284	6835552.958	6077224.302
Q86Y82	STX12_HUMAN	4485828.947	6222488.508	6837611.001	5352391.762	4805084.605	5091876.462
Q13576	IQGA2_HUMAN	21331173.34	20503166.21	23576870.46	21760834.31	18583160.03	20628480.42
P17505	MDHM_YEAST	54582495.71	55387256.19	49996174.66	28956765.78	30494343.65	28694076.55
O95391	SLU7_HUMAN	1415246.829	2466560.893	1573725.006	2116785.097	3222032.546	2152232.92
P53549	PRS10_YEAST	6098395.495	6747303.589	5766669.431	3341757.284	3598956.11	3221283.76
P04818	TYSY_HUMAN	7096530.62	6699700.662	6525250.809	6884653.661	6298400.845	6970285.24
O95219	SNX4_HUMAN	2025630.129	1835717.739	1662270.953	1600953.619	1769727.705	2402812.961
P38996	NAB3_YEAST	3330974.466	2849011.083	3384024.103	1546948.4	1708671.944	1621917.587
Q20655	14332_CAEEL	145578282.7	144552900.4	139432103.2	170423416.3	187602519.1	185651065
Q20311	Q20311_CAEEL	4621969.4	4453778.885	NA	6566727.203	NA	9785710.686
Q8N9M1	CS047_HUMAN	1856903.646	1976829.171	1987958.691	2018352.176	2105360.638	1756874.319
Q12012	YO289_YEAST	3074705.052	2416735.436	2575008.952	1302578.992	1244322.274	1280338.764
P32322	P5CR1_HUMAN	30231983.65	28056998.26	30065794.78	30758754.49	32678792.35	32639224.51
P48059	LIMS1_HUMAN	6844643.746	5631252.2	6836392.88	5763835.847	6088502.227	6792958.865
P46736	BRCC3_HUMAN	6689123.189	5662817.135	6065033.488	7298371.706	6400452.832	7682248.299
Q9Y6B6	SAR1B_HUMAN	30522287.73	28253457.88	26952343.69	31407760.15	33215940.98	30701402.75
Q00764	TPS1_YEAST	55220897.19	51380527.19	57027174.55	29213482.06	28841617.92	31270845.71
Q6NUT3	MFS12_HUMAN	1276919.596	NA	1549145.094	2321333.818	1624562.691	1761836.566
P43593	UBP6_YEAST	9394743.345	10416412.32	9872641.353	5115533.256	5471341.742	4467987.014
Q9BRF8	CPPED_HUMAN	1766536.242	1974843.619	1729398.986	2082844.365	2163538.931	1692746.635
Q14558	KPRA_HUMAN	3583002.235	4517690.369	4177557.067	3955996.496	4220323.093	3898503.859
Q96HA1	P121A_HUMAN	4685919.76	3469974.757	3941080.079	3942064.26	4081187.559	4528338.07
Q9P287	BCCIP_HUMAN	14565465.42	14930437.97	15521237.11	14748017.55	14769330.2	16513571.36
O44995	O44995_CAEEL	11849602.81	13311955.44	12635190.37	14306886.68	14846849.41	16721193.16
P16401	H15_HUMAN	211789588.9	210727368.2	207534789.2	191402175.6	215987558.5	213294555.5
Q9XW03	Q9XW03_CAEEL	4024419.146	5180836.935	5627226.578	7361888.495	7788677.723	7999741.877
P38109	YBY9_YEAST	12368760.55	11144495.65	11559525.93	6053664.235	5381053.924	5928658.551
P62070	RRAS2_HUMAN	11930086.82	11760448.89	12425390.38	11469006.11	11093897.94	11991941.16
Q9HBH0	RHOF_HUMAN	8761873.206	7548954.193	7330163.791	9082739.344	8286056.843	8365769.257
P00747	PLMN_HUMAN	8199416.598	9405288.349	7827081.296	8351996.36	8368020.933	9032398.718
G3MU88	G3MU88_CAEEL	10896057.99	11713742.38	12824485.14	10973204.57	13945088.2	16835869.51
P05362	ICAM1_HUMAN	2994532.988	2615205.092	2910344.373	2908376.211	2239739.575	2884422.53
Q96N66	MBOA7_HUMAN	10036179.35	11547641.31	11141619.56	12554717.08	11632076.57	10964108.24
Q7L4I2	RSRC2_HUMAN	4240048.628	3492858.166	4084924.881	3444066.126	3906298.18	3589018.148
Q01844	EWS_HUMAN	11578469.37	11137848.3	11779607.14	12152000.16	11875949.89	12621313.37
Q96EL2	RT24_HUMAN	8878437.286	6315610.708	6575805.753	6764228.151	7959428.257	8558947.047
O75582	KS6A5_HUMAN	2627607.702	2824562.402	2557049.426	2916990.803	2929960.542	2850862.94
Q9UI09	NDUAC_HUMAN	10758105.49	11617659.52	12505465.37	14172744.51	11204020.52	12735832.86
Q96FV9	THOC1_HUMAN	6330643.642	5777766.185	6076848.332	6635212.779	6429984.055	6055762.354
Q969V4	TEKT1_HUMAN	1546064.79	NA	2282073.603	1741112.836	2429806.428	2222000.8
Q09475	YP93_CAEEL	5817420.857	5518098.103	5475049.775	7327818.71	7233287.028	6754905.316
Q8WW59	SPRY4_HUMAN	2222661.289	2453146.323	2652961.755	2664063.077	2791921.78	2849256.993
Q96BP3	PPWD1_HUMAN	3885416.491	3692374.981	3404527.538	4614432.207	3979304.868	4028308.825
P90961	P90961_CAEEL	14610801.68	13543198.37	13918478.92	19501321.74	20213620.24	17939947.38
P19823	ITIH2_HUMAN	10658817.04	6275958.296	9103831.687	6764139.077	7903861.961	6319949.171
Q01574	ACS1_YEAST	6996967.452	8634112.989	9972350.817	4482976.061	4718998.361	4608167.611
Q13554	KCC2B_HUMAN	7864281.051	7085062.044	8657545.561	8134497.205	9025062.063	8459771.174
Q96BN8	OTUL_HUMAN	10284840.59	9246445.637	10032908.27	9701593.3	10135191.09	9889261.525
O75746	CMC1_HUMAN	11736383.95	10963840.7	10521872.25	11661521.55	11641701.47	11525659.79
P86790	CCZ1B_HUMAN	2991627.743	2669457.849	2710741.982	3047605.196	2882291.223	2565683.695
Q6ZW31	SYDE1_HUMAN	2590049.979	2624476.27	2839396.113	2558856.649	2848664.464	2939637.475
P38071	ETR1_YEAST	14730614.54	14692105.27	15222201.67	8121608.206	8724502.551	8227029.405
Q23449	PSMD8_CAEEL	7930870.175	8533565.906	9027296.627	8800825.347	11358438.84	10207562.02
P52655	TF2AA_HUMAN	4307744.888	4590711.998	5176837.241	4266725.451	5634983.777	5098475.252
P55954	COX5A_CAEEL	58082452.8	53545853.42	52962545.91	70111689.41	73372600.95	67891036.97
Q13232	NDK3_HUMAN	42279614.26	30076832.57	42230782.34	26417445.28	31706961.91	28989906.93
Q11176	WDR1_CAEEL	5364958.486	6101093.543	5348016.105	8982301.409	7619339.728	7765701.2
O17921	O17921_CAEEL	46681092.17	46244361.7	44210286.77	51729417.08	52718761.28	60411745.22
Q95008	PSA5_CAEEL	14675231.2	15912939.29	16115724.48	19213787.03	18956250.02	18035840.15
P00813	ADA_HUMAN	3693378.513	3506524.118	3596704.283	3423698.998	4088549.242	4108227.429
P40582	GST1_YEAST	26639297.09	31451251.6	30592216.04	16055499.77	16773738.09	17050006.24
Q8NHV4	NEDD1_HUMAN	1207925.005	1395977.378	1104372.296	912430.3054	1102637.054	1117687.791
Q96HR3	MED30_HUMAN	3139004.944	2848682.845	3386160.129	3411788.355	2734628.633	4211427.826
P36915	GNL1_HUMAN	4967151.438	5248545.271	4535303.047	5461977.377	4946982.905	5190803.418
P91020	P91020_CAEEL	31855377.08	29602260.16	27645050.94	39379885	40020446.64	36264537.65
Q8WV41	SNX33_HUMAN	711276.9241	914573.7614	712622.9611	804953.936	1158717.976	845932.0036
Q5U5X0	LYRM7_HUMAN	7468019.316	7535229.416	6924601.7	8026386.064	7788055.46	5894713.914
P50748	KNTC1_HUMAN	5356218.905	5589353.852	4795126.888	5764434.475	5886038.672	4911659.47
Q9UBQ0	VPS29_HUMAN	18872036.32	19419109.88	21501962.5	19778856.02	18656342.68	21082513.12
Q9NT62	ATG3_HUMAN	8219235.334	8082743.964	7667127.871	8355861.156	7913923.253	8139147.459
Q8NBK3	SUMF1_HUMAN	2068536.097	3997816.346	3235805.674	3856814.63	3664716.512	4290916.609
Q9NUM4	T106B_HUMAN	4035998.939	4264437.277	4023387.812	4473957.505	3761392.993	4091095.567
P53235	EIF2A_YEAST	7426450.968	6193272.643	6503452.316	4189284.049	4470202.716	3838783.088
P28290	SSFA2_HUMAN	2368086.443	2098679.41	2066345.827	2473953.197	2591570.802	2201535.005
P15121	ALDR_HUMAN	47533342.76	44939385.8	47381739.25	49179922.21	47649386.88	50227642.02
P0CX84	RL35A_YEAST	123842920.9	121929632.5	129177731.3	68072850.36	63096520.57	62023870.04
Q6UXH1	CREL2_HUMAN	712173.8722	2105399.564	236545.8749	218718.8694	519106.8437	NA
Q16401	PSMD5_HUMAN	15423447.18	15910170.68	14942083.07	16643874.29	15381360.67	16403025.25
A3KMH1	VWA8_HUMAN	2898248.255	3023700.72	2902949.956	2975448.176	2858852.467	2679129.397
Q5TZA2	CROCC_HUMAN	88975261.03	68282235.06	83687005.21	80528189.44	82828472.19	83881252.58
G5EFR0	G5EFR0_CAEEL	2600922.376	2049904.074	2565470.153	4329468.59	3445944.241	3077529.511
Q92600	RCD1_HUMAN	9047498.514	8611295.537	9453003.366	9756668.072	8603770.26	10727409.71
P78310	CXAR_HUMAN	9580579.191	7452872.47	7163290.616	7782079.648	7034465.26	8006705.998
P00447	SODM_YEAST	45999419.7	43829232.25	45885581.41	23689135.02	26324332.83	27831818.63
Q9BUI4	RPC3_HUMAN	2758976.676	3555642.839	3117949.704	3180074.125	2987730.952	3551530.092
Q12242	RUP1_YEAST	2376175.993	NA	3009142.049	NA	NA	NA
O95551	TYDP2_HUMAN	4419506.246	4773402.436	5550982.373	4809474.946	5395981.307	5271511.035
Q53HC9	TSSC1_HUMAN	4446267.988	3370254.481	3530859.762	4075965.331	3975672.956	3464875.059
O94901	SUN1_HUMAN	5834128.9	6406087.324	5429615.525	6323245.908	7084958.282	6654076.624
Q7Z406	MYH14_HUMAN	25567212.08	27912098.09	23018425.09	23481266	24991004.9	23361106.48
Q6ZU35	K1211_HUMAN	7093974.946	7396392.249	6326986.928	7428705.443	9021040.909	7092857.089
Q5TA45	INT11_HUMAN	5562222.029	3878714.487	4568715.399	4982992.79	4514860.646	5054435.3
Q9NPJ8	NXT2_HUMAN	7555193.94	6437960.797	6014488.518	7598085.842	6711118.539	6751666.189
O43159	RRP8_HUMAN	2587879.038	3014210.002	2300171.18	2596899.671	2688262.607	2837216.876
Q9TYS3	Q9TYS3_CAEEL	5355186.717	5361681.623	4681028.855	6407803.336	6749562.384	6016838.251
Q9NUP9	LIN7C_HUMAN	12960667.94	12234452.82	11583690.77	14463448.3	12223683.9	12785141.11
Q9H3Q1	BORG4_HUMAN	4282976.485	3699132.197	3317892.899	4727234.554	4037338.021	3322915.191
O60504	VINEX_HUMAN	5049991.037	3236572.053	4388154.48	4553078.949	4483448.927	4568222.224
Q9P000	COMD9_HUMAN	3628483.014	4286909.563	4525921.403	3309255.591	4400381.657	4367048.85
P09436	SYIC_YEAST	20720097.38	21655773.74	19697491.79	10694343.18	11168139.85	11006979.78
P32191	GPDM_YEAST	14930040.88	15289892.46	13682905.16	8887571.21	8200893.816	8534719.959
O76672	O76672_CAEEL	1982030.925	1769453.134	1516428.543	1990390.834	2393080.121	1958254.037
O60293	ZC3H1_HUMAN	2526855.796	2507806.076	3158257.821	2096223.333	2271604.791	2553517.216
Q9NUY8	TBC23_HUMAN	1216648.918	1628372.632	1097994.584	1732448.965	724930.8592	931589.2476
Q5VT52	RPRD2_HUMAN	5657674.166	5296433.117	4999526.23	5300257.497	5240237.591	5389276.203
O16294	GMPR_CAEEL	12308765.22	10692085.39	11529702.69	13911642.47	12382937.41	12427698.37
Q9NRY4	RHG35_HUMAN	990583.9697	910101.9085	528406.3915	791970.9446	961217.3911	802586.669
Q9UK53	ING1_HUMAN	926387.7549	619608.0711	628521.0666	866981.0185	736281.0826	NA
Q71UM5	RS27L_HUMAN	251172690.9	242458479.8	260513381.1	253781643.2	264283121.1	253823505.6
Q22562	Q22562_CAEEL	13919524.13	12448663.95	13674998.49	19321360.81	19385982.46	19720275.64
Q14181	DPOA2_HUMAN	8937924.88	8798319.805	8921220.731	8347906.724	9008775.867	8625974.071
P32320	CDD_HUMAN	12788947.85	11548896.52	9496601.622	13460224.64	12557922.02	13581634.55
O00418	EF2K_HUMAN	5675093.75	5562212.987	4971387.217	6281839.574	6769622.197	6148122.663
Q13322	GRB10_HUMAN	2399342.419	2421338.194	2208968.415	2853766.354	2183632.316	2323503.036
P05748	RL15A_YEAST	64661836.07	80180459.13	84855878.84	38767785.03	39326747.16	39407657.61
P40302	PSA6_YEAST	18332011.56	19962915.12	19358825.65	11179542.03	8808570.794	10100151.86
Q6UX04	CWC27_HUMAN	3063636.892	2428668.199	2655804.557	3001646.963	2661782.042	2740596.672
G5ED17	G5ED17_CAEEL	202969.5098	NA	432980.8374	NA	NA	NA
O75420	PERQ1_HUMAN	2050958.751	518889.806	NA	479208.5146	NA	NA
Q9NS91	RAD18_HUMAN	8624773.074	7172808.164	7567659.904	7471595.489	7346863.358	6231478.184
P39076	TCPB_YEAST	15988213.05	14916638.47	15039169.48	9321647.761	8973198.61	8924606.734
Q07500	NDH2_YEAST	2362721.001	1776287.939	2449754.511	NA	1481574.903	NA
Q7Z7C8	TAF8_HUMAN	2107185.628	1525542.792	1293291.659	1818511.684	2176211	1289594.029
P49023	PAXI_HUMAN	4618846.259	4743223.399	4253591.685	4319957.162	5136285.348	5083602.715
Q23166	Q23166_CAEEL	1827546.405	NA	1424712.643	2060329.747	1672621.005	1340568.221
Q19126	Q19126_CAEEL	24291554.62	28488787.21	28913796.45	34163048.34	32872249.56	33684945.61
P36049	EBP2_YEAST	1543095.681	1296096.48	1601494.253	885147.7438	486241.3902	880438.7047
Q0G819	Q0G819_CAEEL	6520139.643	5857850.406	6131488.92	7918313.17	7532127.136	7530351.388
Q8IYB7	DI3L2_HUMAN	1801519.312	1543914.11	2148124.366	2189726.164	1782851.614	1667493.953
O60613	SEP15_HUMAN	2384713.661	2011249.311	2078192.726	2760275.689	2456517.2	2120170.345
Q14232	EI2BA_HUMAN	10263926.43	9513327.48	10332816.48	9909209.842	10721511.87	10568581.38
Q20206	Q20206_CAEEL	28684253.09	24613725.79	24904097.09	27474493.86	33978186.18	30449591.64
P18562	UPP_YEAST	13819508.35	13322280.67	12099994.15	6327599.854	7655972.468	5841301.333
P38254	TTL_YEAST	1510087.186	NA	1124210.415	NA	NA	NA
Q92538	GBF1_HUMAN	5706942.385	6337270.558	5131263.424	5523991.476	5418965.292	5615459.452
Q9Y5Z4	HEBP2_HUMAN	5066651.094	5190731.346	5186327.904	5454693.332	4107754.524	3785370.283
Q9H6R0	DHX33_HUMAN	2581117.039	2794297.968	2696829.023	2698293.827	1984476.22	2516994.186
Q09486	Q09486_CAEEL	4680267.397	3927616.73	4156408.533	7176036.053	6233589.802	5548288.624
Q19818	Q19818_CAEEL	2769741.647	1896207.788	1929428.134	2828331.637	2240831.022	2680623.523
P36147	PAM17_YEAST	3612084.408	3844403.243	2387366.109	2593548.237	2817027.186	1693614.04
Q23451	Q23451_CAEEL	18047667.96	18879252.06	20656633.73	25122616.94	22193907.68	25128617.53
P43509	CPR5_CAEEL	32967864.13	24652534.3	26318119.3	34004777.03	33117449.01	32549414.25
Q8N6M0	OTU6B_HUMAN	4693646.857	4073963.974	4295061.701	4040320.58	4365315.729	4100340.254
Q12114	CHS5_YEAST	3327501.694	3647843.781	4105918.373	1833117.078	1771226.199	1758895.2
Q5HYK3	COQ5_HUMAN	2270709.806	2638538.915	2281683.68	2117629.256	2216994.442	2766162.511
P18759	SEC18_YEAST	80337953.7	70122103.4	65242404.22	45778774.71	48198027.67	44955951.01
Q9BW85	CCD94_HUMAN	3027954.09	1279024.876	954530.3741	1951761.232	1178905.885	1578400.411
Q96RE7	NACC1_HUMAN	4607978.233	4169878.21	3280333.381	4691465.378	4223851.221	3838417.219
Q9NXZ1	SAGE1_HUMAN	597305.0772	518849.0731	NA	NA	NA	NA
P39210	MPV17_HUMAN	3825308.5	4233183.232	3486656.742	3794893.93	3390551.526	2835041.046
Q19339	Q19339_CAEEL	5077258.963	5006259.348	6012075.555	6070303.411	5690800.559	6357937.685
O02225	O02225_CAEEL	6300436.005	5411866.968	5009258.145	7492811.274	7426293.332	7623355.715
P0ACF8	HNS_ECOLI	657451.9446	541815.1089	543139.395	1101819.456	917391.9964	598087.87
Q7Z2W9	RM21_HUMAN	8582787.665	8945703.201	8292968.421	8286008.619	10109417.79	9110933.953
P40037	HMF1_YEAST	32094361.15	27623060.41	24738747.65	14849113.29	14652877.43	15236964.4
P35997	RS27_YEAST	60642700.96	80702588.95	80184476.9	43434618.69	43268418.17	37611245.35
O16368	PRS4_CAEEL	7537857.627	6512268.954	5325092.778	8782052.559	7657179.304	7573388.703
P91283	P91283_CAEEL	51608377.71	57396784.13	58889777.05	68145329.09	75824142.71	82582649.71
O17694	O17694_CAEEL	22942133.73	21076184.13	20875674.57	25659314.95	28060144.24	28027264.29
Q09622	PUF12_CAEEL	3611402.218	3021796.692	2866918.287	3852263.037	4481071.767	3587931.861
Q05515	SVF1_YEAST	4394149.016	3891801.176	3228954.646	1922842.097	1195603.681	1322542.137
O14936	CSKP_HUMAN	4330673.921	4675394.262	4454704.702	5181304.358	4887489.761	5259474.265
O14578	CTRO_HUMAN	1791616.624	1625709.895	2332604.376	2575262.602	2384038.794	1945449.518
Q96C86	DCPS_HUMAN	15881876.07	18701076.22	17770216.54	17625787.47	17488469.77	21081557.69
P91856	SERC_CAEEL	5110245.251	5581227.086	4611413.216	6200264.034	6271026.153	6756461.955
Q95XR1	Q95XR1_CAEEL	3471216.386	2734802.701	2263735.221	3611016.58	3896162.99	5487911.879
Q93244	CYSK1_CAEEL	11980280.62	10891688.56	12064969.34	14281921.71	16250444.73	15537079.36
Q9H9B1	EHMT1_HUMAN	3263365.583	2707863.001	2952240.075	2683458.629	3471352.412	3218121.841
O16520	ERF1_CAEEL	12809216.63	10116203.07	10921173.18	15413092.43	15175840.84	13980440.85
P22670	RFX1_HUMAN	3146382.228	3104351.026	3415422.114	3165623.896	3564588.694	3560976.689
Q05086	UBE3A_HUMAN	1458308.256	1573722.752	1406930.794	2014202.685	1546417.821	1371275.056
Q95YB2	Q95YB2_CAEEL	6182842.387	6744356.203	5273932.001	8359516.61	7902559.701	8072570.423
P46992	YJR1_YEAST	15972472.32	15877933.53	13752134.68	8708899.598	6654438.455	8709457.57
P51948	MAT1_HUMAN	2639428.755	1873904.035	2054425.991	1650263.332	1997272.424	2116003.109
P25555	GBP2_YEAST	3306485.034	3178634.785	4407862.748	2600957.542	2444031.313	NA
Q9XVI9	MLC5_CAEEL	13756026.56	11394509.55	11085924.28	16736606.85	17545770.5	15086510.27
Q9TZS5	Q9TZS5_CAEEL	17295288.8	17749109.7	17646744.89	21662644.92	22083490.2	21930648.48
P32481	IF2G_YEAST	13312325.37	13946943.16	12653115.08	7088164.234	6862932.564	6121794.459
P53611	PGTB2_HUMAN	8267008.681	9142132.005	8976029.337	8844628.371	8833172.948	9518751.919
H2KZL7	H2KZL7_CAEEL	86865902.78	86495422.88	91209422.45	110821766.6	94489480.47	112192535.7
O44781	O44781_CAEEL	109114337.1	100953589	98743971.58	108050196.1	107162114.1	110238789.7
P19367	HXK1_HUMAN	22202353.73	23866961.91	22451818.9	23855778.84	22329769.99	23825063.12
P16622	HEMH_YEAST	5579154.391	4093662.91	4071676.617	2803688.407	2244786.31	2675724.845
Q7Z4H7	HAUS6_HUMAN	2235186.683	2372799.758	2448800.174	2057284.263	2349701.799	2337368.434
Q20676	Q20676_CAEEL	11414180.73	9545615.171	10790314.04	12811430.55	13448050.93	13156393.36
Q09657	Q09657_CAEEL	9245693.73	9983468.143	8916452.733	13189254.17	13767046.49	11695072.17
Q96EK4	THA11_HUMAN	2220201.624	2603675.204	2452449.997	2398534.576	2571398.382	3112205.795
P25623	SYP1_YEAST	4133917.893	5314519.426	4820319.043	2974981.227	2216141.528	2848650.775
P91134	PURA_CAEEL	11322287.16	10407980.92	10888950.54	14732336.52	14337151.47	13335558.36
P47018	MTC1_YEAST	10937181.46	10409078.03	10723389.39	5814245.973	5478669.978	6502700.739
P48047	ATPO_HUMAN	49597243.38	44453223.92	47072897.89	50490519.94	51498794.73	50728466.36
K8FE02	K8FE02_CAEEL	4999312.656	4138855.155	6104735.808	6750128.635	7078979.944	6720995.03
P38929	ATC2_YEAST	3053642.216	3139440.041	2390621.57	NA	1495779.166	1606338.354
Q20228	RS9_CAEEL	146691242.7	137019535	147802007.4	168922912.9	187037124.5	184784023.4
Q9GZT3	SLIRP_HUMAN	12598538.21	11265029.07	11799973.31	11484803.3	11029227.64	12652890.33
Q6PGP7	TTC37_HUMAN	4667571.868	3813115.84	4051363.923	4889276.809	4406299.139	4283837.223
Q08925	MRN1_YEAST	2065547.502	1765566.307	2578146.914	775016.7241	1328067.44	1984673.146
Q9BRJ2	RM45_HUMAN	9488208.852	8844658.81	8366925.902	9695112.47	9950985.226	9930921.636
P24280	SEC14_YEAST	18207531.58	16683632.09	14568812.8	7488407.038	8301498.695	8525953.626
Q9BRR6	ADPGK_HUMAN	4678022.498	5162686.034	4910959.839	4780756.906	5343834.725	5342243.101
P09669	COX6C_HUMAN	52735846.5	48143612.87	50058028.03	50787011.29	50556145.23	55328272.38
Q15819	UB2V2_HUMAN	36312208.42	43387336.94	43384483.02	32779445.49	46570725.65	45138618.39
P07948	LYN_HUMAN	6343739.064	4876155.029	4152760.177	4389400.908	3366549.963	4830383.13
Q9NXR7	BRE_HUMAN	3018950.058	4164987.938	3085974.057	3462799.176	3601622.694	2920269.801
Q9ULC4	MCTS1_HUMAN	21285970.52	19480923.11	18584247.82	18908280.18	18769813.41	22155276.58
Q92613	JADE3_HUMAN	2341121.28	2276747.418	3563487.961	4471980.281	3530375.828	1422913.28
P40531	GVP36_YEAST	28278852.89	24829563.74	23254384.43	13879337.31	13180920.42	14430280.17
Q9U332	RL31_CAEEL	78606489.35	65109139.24	64842818.88	107355028.1	84996598.2	103711893.5
Q96RU2	UBP28_HUMAN	3705424.213	3658528.043	3990375.818	3364051.477	3892371.257	3667061.349
Q12230	LSP1_YEAST	88975712.37	86936383.99	83466407.1	47061876.7	45129781.31	45861613.48
P26440	IVD_HUMAN	17789790.07	17068118.04	18022861	18543469.05	20041899.18	17986722.1
P0A7Z0	RPIA_ECOLI	2893968.989	2449723.427	2549979.622	NA	NA	NA
P19838	NFKB1_HUMAN	3675987.345	3437870.157	5231077.538	3656223.006	3941733.663	3701327.808
P38993	FET3_YEAST	3531694.992	2790329.02	NA	1083991.114	NA	NA
P38858	SOL3_YEAST	10743185.07	12547962.11	13855236.77	5901493.419	7573832.699	8580072.18
Q9H936	GHC1_HUMAN	5363759.349	6090051.858	5579291.918	6446981.972	5592042.832	6256910.084
P00958	SYMC_YEAST	10806736.42	10133018.27	9181953.139	5689030.581	5554951.08	5706698.961
Q6PK04	CC137_HUMAN	2957422.432	4445350.52	4303698.412	3346114.075	3526217.64	3931930.204
G5ECW7	G5ECW7_CAEEL	5749594.444	5064193.009	5187121.499	6365235.229	6710955.052	6304209.168
Q04341	MIX14_YEAST	4316174.232	2674956.68	1778714.056	1467466.923	1142755.303	1781601.482
O62246	COPE_CAEEL	3850359.593	6106214.9	6258844.983	5418600.94	8095284.667	8096029.595
P38137	FAT2_YEAST	4419613.178	4304603.584	3791814.392	2626117.547	2190073.368	1962272.564
Q01581	HMCS1_HUMAN	24394988.36	20340951.06	23923497.46	23150708.13	23937202.41	22846727.7
O00299	CLIC1_HUMAN	107826710.3	108770845.8	103773971.1	113046081.9	110624035.8	108942754
O00743	PPP6_HUMAN	6662027.858	5984405.234	5325384.545	5784240.942	5702779.045	5040496.144
G5EDW8	G5EDW8_CAEEL	7563942.335	9497919.56	8286019.271	11252796.56	9228150.168	11383342.92
P03928	ATP8_HUMAN	12657243.56	11956662.91	11535719.27	13829229.17	12336487.43	15815253.88
Q9H0W9	CK054_HUMAN	5755259.895	5870545.308	6375841.879	6869236.065	6365894.924	6091736.034
O43715	TRIA1_HUMAN	2749007.478	2623237.499	2258115.563	2561491.186	2473556.527	3166818.028
Q9NQT5	EXOS3_HUMAN	13566206.68	15033831.83	13312026.53	16680651.78	14892315.26	15294365.19
P04632	CPNS1_HUMAN	19271391.07	19930624.25	19898267.62	17730547.12	16999035.52	19757151.33
P49029	MGN_CAEEL	11970379.72	16968565.98	7478571.886	14046665.32	9130450.689	7069038.215
Q07812	BAX_HUMAN	9824147.011	11776297.25	8450513.813	10229589.34	12021939.01	9727093.903
Q6NYC8	PPR18_HUMAN	8281494.07	6421690.95	4975417.572	10148129.1	7554677.76	7071675.368
Q2TAA2	IAH1_HUMAN	3949478.141	3913038.23	4290516.523	4122095.835	3775737.801	3478435.364
Q9NRC8	SIR7_HUMAN	8116481.57	2758985.508	6457644.176	7053993.787	6767637.284	7273980.653
Q01167	FOXK2_HUMAN	5881081.342	7678025.271	8664239.008	8719873.415	6696547.471	8938670.236
G5EFB5	G5EFB5_CAEEL	6879486.93	6186208.301	6120143.247	9054006.061	7483532.832	9120260.199
Q18943	Q18943_CAEEL	12714828.21	17452693.17	18043080.04	20675292.4	22258514.11	21682213.58
P05026	AT1B1_HUMAN	8813216.186	8325516.291	8805032.417	8225641.623	8636165.852	9129009.82
Q96L92	SNX27_HUMAN	8231100.393	7048477.292	6325965.156	7326824.4	7220519.484	7110464.125
P31383	2AAA_YEAST	6789346.692	7635233.189	6993163.592	3163803.427	3091208.91	2938401.662
P32381	ARP2_YEAST	9108424.372	10022439.11	9873533.354	5115206.336	5880098.375	5202118.861
O95777	LSM8_HUMAN	23351447.2	22504093.31	26416106.98	22502552.7	23533957.49	24097190.6
P02768	ALBU_HUMAN	61371989.84	53246666.69	49578890.46	54945990.27	56915298.67	54187036.8
P19974	CYC21_CAEEL	89245918.56	83184842.58	87414635.27	101952194	113651047	121217564.3
Q95XN2	Q95XN2_CAEEL	5141735.133	5241874.603	5377718.017	5787906.938	6036164.363	6487833.981
Q96T60	PNKP_HUMAN	3216442.388	2920979.323	2417617.974	3590722.21	3437020.195	4013995.255
Q03102	YMN1_YEAST	4892234.23	5323415.678	4138914.218	2375493.899	2176473.152	2300655.922
Q14588	ZN234_HUMAN	1355533.74	1333170.803	1055415.834	888517.0942	695411.7208	NA
Q04371	ARMT1_YEAST	5427024.922	8158427.078	6797344.627	3744412.208	5106022.412	4700659.352
Q12872	SFSWA_HUMAN	3168439.989	4273223.906	4418573.597	4332811.613	4414385.699	3954706.1
Q22719	Q22719_CAEEL	2870991.901	2287138.457	3064396.926	3344112.603	3909484.061	3509058.106
P38999	LYS9_YEAST	32750417.7	32728356.39	30542638.61	18817852.23	18210815.4	18924459.69
Q05519	SRS11_HUMAN	15948246.35	14439690.38	14659372.36	16780395.17	17166640.89	15870846.37
G5EDR3	G5EDR3_CAEEL	4118460.448	4898266.838	4474018.451	5603173.009	5961490.669	6327747.165
Q86SQ0	PHLB2_HUMAN	2450452.5	1978616.172	1548654.842	2142170.753	1902443.37	1982128.405
Q8TCS8	PNPT1_HUMAN	13115171.44	13156226.8	12382207.64	13361563.6	13179969.04	14076493.86
Q8WXD5	GEMI6_HUMAN	3138323.118	3033879.616	2823291.194	2821227.449	2773389.723	2963413.73
Q8IZ21	PHAR4_HUMAN	1712676.901	1788803.826	1639861.591	2089206.575	1980017.51	2052284.476
P15303	SEC23_YEAST	10268726.55	10433193.01	9847409.2	5776545.605	5822895.691	5069151.476
O75792	RNH2A_HUMAN	6327629.263	6684462.985	7194913.077	6880917.566	7026964.634	5927793.276
