Protein	Protein_name	MP-LFC-MS1var-OT-S1-120kMS1_MHRM_R01	MP-LFC-MS1var-OT-S1-120kMS1_MHRM_R02	MP-LFC-MS1var-OT-S1-120kMS1_MHRM_R03	MP-LFC-MS1var-OT-S2-120kMS1_MHRM_R01	MP-LFC-MS1var-OT-S2-120kMS1_MHRM_R02	MP-LFC-MS1var-OT-S2-120kMS1_MHRM_R03
O75027	ABCB7_HUMAN	10442687.24	10409014.01	10027459.61	10003959.15	11035998.45	10757138.46
O16264	PEBPH_CAEEL	6662985.855	7416824.604	7504168.321	10825088.79	10944742.25	10497812.33
P00445	SODC_YEAST	229233544.7	207447155.5	212602740.9	122203054.1	125133003	112308990.4
Q9XVP0	RS15_CAEEL	71812628.5	77095838.41	79200101.24	88415651.54	91283593.92	91476445.43
Q8WW12	PCNP_HUMAN	25277879.9	24463368.43	22909463.08	26083099.46	25858628.05	23505553.29
Q99547	MPH6_HUMAN	11805760.99	9834743.747	11135133.84	10004646.74	9150949.307	10909587.76
P53013	EF1A_CAEEL	521246445.2	516392226.7	584794152.3	622506117.9	676996779.9	755043118.4
P62191	PRS4_HUMAN	34038378.65	35057365.18	32212177.64	36287016.43	34371886.47	35074371.15
P12956	XRCC6_HUMAN	62948556.78	62288050.59	65403071.55	64682606.35	68777103.55	66867070.53
Q9GYS8	Q9GYS8_CAEEL	7539613.225	5614259.66	8365433.697	7787409.003	9295487.121	9416344.476
P51003	PAPOA_HUMAN	3966318.758	3850795.666	3851671.737	4046681.271	4051293.747	3777556.639
P34462	VATD_CAEEL	17292752.85	17877646.74	16709365.44	23984303.7	23070577.38	22253111.93
P27816	MAP4_HUMAN	24155950.52	23702459.25	22613567.47	23052690.17	24163162.24	24307277.55
Q01518	CAP1_HUMAN	36722148.55	35673929.04	32627140.64	38197127.88	37208992.9	37993919.03
Q09580	GUAA_CAEEL	3054391.321	2663115.971	3297858.662	3922406.519	3958311.309	4026799.232
O62325	O62325_CAEEL	1859662.364	2118309.773	2209662.022	2272925.399	2820671.1	2850960.501
P62249	RS16_HUMAN	71002324.26	73295552	75259284.52	76484256.85	74110329.18	74274544.03
P34932	HSP74_HUMAN	34143257.4	32506928.6	32850031.85	34648989.15	34325973.18	33885523.99
Q18688	HSP90_CAEEL	80279162.81	80268410.07	82003074.41	103229150.1	107368626.1	114850846.6
P23528	COF1_HUMAN	280048373.9	291501680.3	310915700.2	281361020.8	308201548.2	320996115.6
P78371	TCPB_HUMAN	90338857.13	94937500.15	92613776.54	92658771.57	100445031.4	102246768.2
P39748	FEN1_HUMAN	69864129.28	70008065.8	70246733.32	78373683.06	70237087.42	74483491.83
P35637	FUS_HUMAN	73223176.65	78486977.22	73727922.97	77651798.66	68574758.41	68582683.32
Q01081	U2AF1_HUMAN	47348651.19	45719266.08	42997455.66	47106544.92	49560075.38	45690004.45
P41250	SYG_HUMAN	59631010.08	58058523.58	53458621.02	59084050.7	56607865.35	57532531.56
P60842	IF4A1_HUMAN	77203536.93	77958347.56	69633110.04	75005036.4	77354503.07	75468350.72
Q15424	SAFB1_HUMAN	22711117.89	21098602.63	23234287.64	22461144.02	21803155.42	21434428.64
Q8NI27	THOC2_HUMAN	7660755.327	7191386.99	7459730.802	7962354.889	8076100.078	7525123.357
P54819	KAD2_HUMAN	69134853.52	67226786.87	68281049.64	70229471.75	67105446.37	76230419.86
Q9NYF8	BCLF1_HUMAN	28176213.89	26257880.27	28178957.65	28209462.68	28180501.83	29148982.79
Q969X6	CIR1A_HUMAN	5662416.874	6963589.945	5927060.929	6719679.285	7005502.635	7257984.265
Q6Y1H2	HACD2_HUMAN	11749301.34	11149425.53	8038636.511	11419118.93	11755750.95	11378183.68
Q7Z5L9	I2BP2_HUMAN	6020478.212	5215276.307	5071221.044	5400799.178	5316764.144	5514724.911
Q16543	CDC37_HUMAN	32020054.26	29161348.85	32019353.97	31743537.94	31266785.93	31912315.98
P17096	HMGA1_HUMAN	114117544.4	109807247.1	110836128.8	116791633.5	121289457.8	116872662.3
P46100	ATRX_HUMAN	5937080.163	5987529.951	5453692.353	6148700	5771084.366	5898544.153
P04080	CYTB_HUMAN	24414294.2	24307650.38	24837823.01	26389930.92	28179483	27773686.93
P56270	MAZ_HUMAN	9768005.542	10649579.84	10382296.66	11071932.2	10906194.91	10106250.84
Q8IWS0	PHF6_HUMAN	13019998.31	11855623.55	10851805.03	12168364.14	12627312.3	9784715.614
P50880	RL3_CAEEL	63572239.01	66630229.61	63943975.25	79213129.57	88697575.23	83715326.98
Q92890	UFD1_HUMAN	5414349.321	5473302.271	5989596.555	5702885.478	6081370.616	5996012.493
Q9Y281	COF2_HUMAN	173553442.3	160150408.6	155609938.9	178617150.5	169741558.8	185108851.3
O15305	PMM2_HUMAN	22813756.37	25391192.53	23134080.52	23356943.64	25680986.07	26913427.48
Q12905	ILF2_HUMAN	58534482.57	56608960.48	53577588.39	58659098.65	63639771.33	59115005.3
O44156	PSA1_CAEEL	15531513.03	14735676.85	13548151	17051646.44	16932049.48	15165234.35
P61313	RL15_HUMAN	124240904.7	118062832.8	121623958.2	119618612	114355670.8	120386857.8
P55884	EIF3B_HUMAN	41135530.16	43034341.1	41047839.83	42813994.98	45011826.81	43778110.39
O94979	SC31A_HUMAN	8734926.745	8662285.532	8368870.001	8661642.06	8981087.397	9265857.757
P47712	PA24A_HUMAN	29612133.75	31181174.36	25737088.92	29487351.28	29897936.06	28913698.8
Q02790	FKBP4_HUMAN	50285639.01	50483149.16	49909617.7	51102822.32	53254164.18	52748779.35
P62841	RS15_HUMAN	61503781.29	68209914.41	77643079.83	69251088.02	73578486.29	85805434.34
G5EF32	G5EF32_CAEEL	47721211.61	42508134.44	44861847.85	58858430.22	56111942.52	56661532.64
O60841	IF2P_HUMAN	21796289.34	20340337.68	20866302.32	22159814.88	21971509.56	21802614.08
P09446	HSP7A_CAEEL	107357194	107956946.5	102281708.5	134685065.5	125717710.6	142995731.2
P26038	MOES_HUMAN	94118062.49	90874390.41	90902191.02	93962861.33	95767683.68	97554293.65
P84098	RL19_HUMAN	148918039.9	134632307.9	145440241.8	129400922.2	140650676.8	136336365.2
Q9Y277	VDAC3_HUMAN	30492733.49	31173497.17	28811830.78	31724515.95	29910607.61	30567454.16
P12270	TPR_HUMAN	26542064.18	25551176.88	25682483.7	26416912	27143520.92	26416273.52
P37802	TAGL2_HUMAN	189889321.8	196059028.9	188508727.6	207160849.4	198540811.8	209023078.5
P54577	SYYC_HUMAN	38622396.38	38597650.07	37986587.1	39666830.82	39907865.63	40300977.6
P34455	ACON_CAEEL	46988715.07	47545544.33	46683091.83	58864333.8	55384277.25	51892529.04
Q9UHB9	SRP68_HUMAN	10363521.02	9978665.444	9569434.775	9618422.847	9251431.696	9456574.18
Q9BZZ5	API5_HUMAN	35609135.47	35559858.77	34004163.8	37134500.67	37129604.71	35015220.3
P62910	RL32_HUMAN	134338469.5	134026356.4	123597058.1	135467679.3	137160624.5	137897120.1
O01761	UNC89_CAEEL	14307043.42	13484602.85	13823064.72	17701462.36	18005150.71	18447391.89
Q16891	MIC60_HUMAN	29569770.44	30410788.2	30492620.26	29734841.63	31932690.58	29452379.84
P53618	COPB_HUMAN	11668640.38	11191010.06	11980707.28	11283729.05	12164522.32	11676522.02
Q17624	Q17624_CAEEL	2736405.596	2968623.071	3350120.459	3752413.278	3606305.463	4301982.956
P52597	HNRPF_HUMAN	62450266.26	57828066.08	62166796.67	59487751.35	60704660.12	64209866.93
P31327	CPSM_HUMAN	272344708	281977712.1	277993007.9	288490794	291616977.3	290171679.3
P46940	IQGA1_HUMAN	36780912.9	37276379.48	37054355.92	38024803.4	37457960.38	38194097.42
K8ERV5	K8ERV5_CAEEL	7011164.606	5473664.413	4950863.796	6545162.94	6322621.386	6714285.633
P15311	EZRI_HUMAN	81858277.89	80693553.89	81829928.17	83036351.87	79671589.52	84496893.6
Q92616	GCN1L_HUMAN	25173474.93	24499487.02	24889340.25	24730382.78	24735200.07	26669128.74
Q00839	HNRPU_HUMAN	252618680.8	260179937.2	255608520.3	261265153.7	267337545.4	281761817.3
P27635	RL10_HUMAN	150338967.3	153463398.6	156709673.4	159712160.1	159035225.9	153155550.5
Q9UQE7	SMC3_HUMAN	21287067.58	20565020.49	20837248.22	22136761.03	20451646.67	23067191.18
Q9BSD7	NTPCR_HUMAN	9730518.701	7513734.426	6653812.299	8241350.786	8424957.666	8898084.435
P14866	HNRPL_HUMAN	65069506.66	70999090.85	72525123.4	74431438.39	70392690.63	75469099.17
P20020	AT2B1_HUMAN	14787926.97	13080772.04	13501990.17	14799680.38	13397417.27	14545377.68
Q9Y230	RUVB2_HUMAN	53898201.59	56113156.82	49518995.64	53107156	54361499.74	55299027.16
P11717	MPRI_HUMAN	16570702.4	15506975.5	14376078.33	16403296.1	15447424.95	15272523.49
Q13428	TCOF_HUMAN	24912535.85	24986758.04	25479257.14	25287987.57	25169622.32	24828431.49
P17844	DDX5_HUMAN	48311904.43	46135167.6	48895141.78	47853962.8	49088315.23	49633456.77
P53396	ACLY_HUMAN	29943219.13	29256753.08	27916426.85	31637003.82	29886045.16	31839157.45
P15924	DESP_HUMAN	24451776.68	23475551.13	22679808.29	24386108.53	24221830.47	24592181.52
P38646	GRP75_HUMAN	234075459.3	237373138.6	233196054.9	236234803.2	236931216.2	241723631
P26358	DNMT1_HUMAN	9672981.077	9399360	9257162.361	9708310.983	10009823.45	9776459.746
O18240	O18240_CAEEL	101298734.4	109163881.5	106162666.5	130060941.6	124601550.1	130077966.8
G5EE46	G5EE46_CAEEL	5853930.125	4727834.459	4582322.02	7347029.981	7061479.074	6144845.881
Q12874	SF3A3_HUMAN	21403961.41	20744585.68	21724746.97	23367056.28	23573044.56	23304653.56
P31539	HS104_YEAST	53238438.58	51515582.8	51667594.07	30062888.08	28327725.33	28239058.72
Q13617	CUL2_HUMAN	6069997.393	5676487.483	5137576.229	6286498.651	6427717.482	5810384.052
Q8WXX5	DNJC9_HUMAN	12851151.92	12193805.63	11764097.89	11957076.62	14215447.46	12371279.54
O15523	DDX3Y_HUMAN	6784969.816	7179358.855	5966792.326	3899915.327	NA	5373800.995
Q96SI9	STRBP_HUMAN	8144094.658	7556089.719	7909262.364	8150631.546	7534526.456	7993185.645
P0CX55	RS18A_YEAST	130749258.9	125731695.2	133423853.1	72325750.71	69543088.8	71645902.21
P23588	IF4B_HUMAN	54600641.37	50937929.59	50974263.28	54643970.89	50330134.15	48455218.61
Q9NWT1	PK1IP_HUMAN	10029645.98	9785686.183	9906477.464	9425063.539	10253022.92	10188787.36
Q969S3	ZN622_HUMAN	7745928.826	8088635	8058567.538	8105355.052	8407580.175	8905820.072
P25440	BRD2_HUMAN	3298406.574	3236606.282	2902438.701	3057977.439	3067114.431	3269169.464
Q9H0U4	RAB1B_HUMAN	14152886.69	12714068.9	11958695.76	14060110.73	12999547.91	12631599.1
Q14669	TRIPC_HUMAN	2058782.702	2255863.704	2136163.796	2306481.834	2321121.536	2507825.046
Q13620	CUL4B_HUMAN	20052672.15	19531575	19854077.14	20802929.48	20359429.82	21585727.56
P48444	COPD_HUMAN	18216536.98	18779260.91	18713381.13	19024431.38	18458751.94	18867355.48
P61247	RS3A_HUMAN	156459209.4	143353200.1	148606498.4	146132987	155673321.3	152339169.5
Q9BTT0	AN32E_HUMAN	18537176.04	15436825.23	15145897.95	16840441.5	16485765.16	16288907.52
Q96P70	IPO9_HUMAN	23639913.04	24135633.18	24556395.85	24932705.64	24754127.7	25134689.85
Q14692	BMS1_HUMAN	10971687.72	10797161.1	9940676.116	10602444.21	10697080.64	11217223.2
P49756	RBM25_HUMAN	39356369.22	37077991.34	35257399.91	37238310.85	39802676.62	37785411.06
O15042	SR140_HUMAN	12654799.28	13362181.66	12552611.39	12590382.21	12122561.68	13675246.04
P91401	P91401_CAEEL	10089007.66	10637402.97	8281856.162	11220507.03	11161961.61	14972986.67
Q9Y4P3	TBL2_HUMAN	9323893.07	8337346.036	8594081.465	9165243.987	8831271.849	8957976.534
O60664	PLIN3_HUMAN	42187921.39	39653059.71	41643939.47	42803955.9	40396748.32	43156464.09
H2KYV3	H2KYV3_CAEEL	5790808.672	6210786.085	6786183.852	7388422.703	7672783.157	8227989.222
P18206	VINC_HUMAN	36222949.06	34185992.72	34925568.63	34801911.27	35392957.25	36014002.17
Q12849	GRSF1_HUMAN	9449955.805	9537000.255	9936115.064	11439076.07	10144527.86	11886097.8
Q15233	NONO_HUMAN	87200262.74	82928850.46	81515239.07	89002810.73	87817639.15	86134440.48
G5EDJ3	G5EDJ3_CAEEL	889038.5934	1072708.093	702855.4888	821005.6618	733088.0608	1046126.576
P49792	RBP2_HUMAN	182722721.9	181764869.6	177490490	182907665.9	182343014.9	193198314.3
P30533	AMRP_HUMAN	14954137.13	13105293.1	14001910.35	13912832.08	14471517.06	14063513.13
Q9H4A3	WNK1_HUMAN	22677004.36	21234795.97	24640065.19	21188465.46	22294869.84	20752663.21
O75368	SH3L1_HUMAN	20799883.07	20053536.27	19307484.51	23961113.25	24909287.02	25801031.28
P07237	PDIA1_HUMAN	86600873.6	85794544.05	84004267.07	89000834.08	86691625.47	88968555.35
Q19007	Q19007_CAEEL	43430416.03	44416481.23	45954248.97	58094217	61856368.91	62328018.13
P11940	PABP1_HUMAN	68766218.48	73979022.73	73401284.27	73071515.1	74969353.85	74539252.41
Q9P2J5	SYLC_HUMAN	27461986.76	28054003.49	28441226.77	28618749.8	28488378.17	30277677.52
P61927	RL37_HUMAN	36049467.31	42588253.33	39694947.28	36197041.2	29136783.53	34209384.54
P07910	HNRPC_HUMAN	222667995.7	242790125.6	239342347.1	240309829.2	252462469.7	255091368.4
O75489	NDUS3_HUMAN	36174187.81	36678410.08	35215629.08	38445819.86	41250273.36	34567733.93
P46013	KI67_HUMAN	20790491.69	20180168.49	19679396.77	21091722.28	20551972.69	20447472.61
Q9XW92	VATA_CAEEL	79542876.98	85187968.24	79672686.93	108422342.6	100981737.8	107834840.5
Q20647	R23A2_CAEEL	140111884.3	139280614.7	157887828.5	184709515.1	175885304.1	179289252.2
Q2M2I5	K1C24_HUMAN	13506321.88	13500095.77	6033287.949	13064676.66	6897900.727	4990209.872
P02567	MYO1_CAEEL	18354902.49	18295698.15	17997800.24	24139379.51	23760684.41	23222631.86
Q53GS9	SNUT2_HUMAN	9003504.674	8853520.129	8180924.946	9422836.811	9076755.043	9043763.117
Q9Y2Q3	GSTK1_HUMAN	12640445.42	13175033.7	13125658.92	13040478.45	13392729.93	13707266.77
P06733	ENOA_HUMAN	1616867566	1666785245	1690962027	1683027298	1774539492	1843997157
P49458	SRP09_HUMAN	47126136.42	46450641.43	43216714.04	46399677.99	44975176.36	47344025.43
O75153	CLU_HUMAN	14179654.48	13362736.16	12888739.07	15217012.6	13886648.6	13740553.18
Q9NR56	MBNL1_HUMAN	16382068.49	19028241.75	18388194.3	17177937.61	18124824.12	18968996.51
P53384	NUBP1_HUMAN	4079826.122	4378940.393	3856428.933	4678345.05	4213406.167	4152878.311
O60506	HNRPQ_HUMAN	81830590.25	84436281.89	84579157.25	88273343.91	85501882.14	87417418.46
Q9UBU9	NXF1_HUMAN	13082495.07	11278044.51	10851420.05	11873684.1	11743028.91	11477163.73
O45012	O45012_CAEEL	23011203.17	23515814.06	22137964.21	28582141.45	28588310.38	30127903.22
P68104	EF1A1_HUMAN	1225855341	1266873121	1085810151	1197771868	1120532221	1179391972
Q96HP0	DOCK6_HUMAN	7994974.253	6944028.534	5995546.374	8176209.158	6667598.112	5446487.186
P35579	MYH9_HUMAN	59722410.02	59098292.43	57615110.41	59947025.42	62262275.56	63559141.46
Q8N257	H2B3B_HUMAN	259006698.3	291533748.9	326427160.6	261983185.8	284750241.4	311385254.7
Q99615	DNJC7_HUMAN	10928314.79	10441114.29	9951323.287	10731630.22	10576201.72	10536951.16
Q9H7B2	RPF2_HUMAN	14074360.76	16139991.26	14587281.58	15272209.86	14785048.9	13848355.58
O76021	RL1D1_HUMAN	61943854.85	61733707.04	64812467.14	62924284.12	62995673.22	63186147.82
Q12931	TRAP1_HUMAN	91410232.66	94457532.62	91368898.88	91676112.8	93379087.97	97013752.64
Q8TAQ2	SMRC2_HUMAN	22176210.65	20463821.1	20199727.57	21631731.26	21100203.97	21260457.43
O60573	IF4E2_HUMAN	2416353.274	1828690.789	1497660.444	1431542.508	1552981.773	1916347.965
Q9N4K0	MIC10_CAEEL	12930920.17	9585072.067	11770822.81	12996325.22	15053763.43	13290142.64
Q07666	KHDR1_HUMAN	61128881.71	58002413.15	56946840.64	58048243.61	57171262.35	57808459.92
Q9HC38	GLOD4_HUMAN	30160537.44	30214680.07	28961819.04	32773779.28	30782178.35	29691394.05
P50093	PHB2_CAEEL	24894370.89	22511885.55	25756046.59	33383913.31	31640948.06	29658865.41
P24752	THIL_HUMAN	56002537.75	49843073.45	51768067.31	49827710.06	52216654.29	55307051.36
O95232	LC7L3_HUMAN	11388601.36	11650315.71	11107583.67	11974366.41	10894903.77	12215067.1
P22626	ROA2_HUMAN	379324531.1	380302493.9	379061152.9	406094406.9	403428892.6	415755486.6
Q9N585	Q9N585_CAEEL	3657955.37	3688409.653	4213844.877	4389015.453	4152311.784	4076646.139
O14776	TCRG1_HUMAN	21446029.45	20519905.47	20316405.21	21354539.01	20539196.12	21927327.99
P31948	STIP1_HUMAN	77349284.71	75873405.5	71688570.93	75947587.76	73762764.6	79231771.32
P62906	RL10A_HUMAN	78413505.32	76273270.35	74870143.99	74208666.23	71100310.08	83404348.75
P08898	H3_CAEEL	1326814.286	1482092.349	2308635.507	2269839.348	1878859.596	3255685.321
O16259	STIP1_CAEEL	15314252.9	17493781.99	14265461.67	21841603.76	19044789.79	21682874.65
P46783	RS10_HUMAN	95929559.34	91919179.94	95062280.57	87273324.68	86797957.94	91892237.55
Q9Y4L1	HYOU1_HUMAN	18768167.72	19496032.15	18658272.33	20288569.77	19824423.82	19783628.03
Q96CT7	CC124_HUMAN	22948480.03	22309934.84	21990235.85	22282068.71	22046026.09	23514637.84
Q92878	RAD50_HUMAN	71911016.48	71522898.83	67047768.73	71424273.66	69422654.86	73625302.74
P31689	DNJA1_HUMAN	33684941.69	31756886.66	31565816.05	34204082.39	34189695.75	33691273.39
P15529	MCP_HUMAN	26626060.95	25879442.3	27730763.27	28905951.95	29102377.52	27729447.89
P42226	STAT6_HUMAN	2778492.129	3374430.254	3005803.473	2860227.09	3119840.8	2965052.662
Q14126	DSG2_HUMAN	14980946.62	14066582.01	15700139.85	15569209.92	16152701.8	14599520.28
P49588	SYAC_HUMAN	46023142.5	44567597.44	44682453.52	46568827.96	45513553.82	45007062.83
Q03565	BAF1_CAEEL	11191052	11729812.64	11835785.3	12188185.64	16309348.99	15064037.61
P07283	PMM_YEAST	34570142.01	35856836.17	35170522.68	18903170.15	18318812.47	18612097.6
P50213	IDH3A_HUMAN	29119919.14	28761400.16	29971324.19	29442269.14	28995375.92	30047902.95
Q96T88	UHRF1_HUMAN	11867148.37	12369283.53	11195250.53	11564459.9	12258176.71	12376471.86
P31161	SODM1_CAEEL	15154719.93	12773685.07	14031350.29	18707395.1	17928642.06	19136648.53
Q9Y4E6	WDR7_HUMAN	5249360.041	5450346.978	1054429.233	NA	NA	NA
P34662	RL35_CAEEL	76747704.25	77115009.97	76345607.27	94598953.2	92208178.7	96013741.43
O43719	HTSF1_HUMAN	16376920.77	15024630.89	15972103.78	16112596.2	14312953.48	14921507.17
P52888	THOP1_HUMAN	13591663.38	14502348.6	13692843.91	14427697.04	14413586.62	14440221.3
Q8NE71	ABCF1_HUMAN	19826071.63	18264202.7	17870848.86	18205886.27	18972673.45	18119324.52
Q7K707	Q7K707_CAEEL	17703536.93	19108893	17000077.3	24543503.05	22667752.7	24687825.26
Q12117	MRH1_YEAST	40068206.52	38921915.96	40942296.45	22708339.61	21142431.04	22740405.87
Q9NR30	DDX21_HUMAN	54615380.95	56689142.49	57776014.17	57735946.02	57639685.4	58708948.09
Q96HY6	DDRGK_HUMAN	7116448.108	8509613.442	9332164.011	8324162.328	8146415.295	9671088.834
Q15056	IF4H_HUMAN	27632132.3	24271743.58	27038316.73	27324038.89	26366707.05	30361465.46
Q15269	PWP2_HUMAN	10970274.4	11006156.67	10400873.51	11372362.73	11096306.87	9899293.543
Q9H967	WDR76_HUMAN	5359269.401	4907163.793	4638736.013	5064599.396	4949764.734	5199465.144
Q9Y2Q9	RT28_HUMAN	11694796.23	10833223.97	11258426.09	10634692.48	9932020.211	10734279.05
Q9UJU6	DBNL_HUMAN	7021678.188	6373061.224	6442698.734	7222268.853	7268087.357	6950728.786
O00425	IF2B3_HUMAN	46904339.11	44371217.03	44544632.72	43986985.84	44672550.26	48577007.25
Q8NBJ5	GT251_HUMAN	22671063.67	21974698.04	22748087.85	23410172.13	21687314.66	23291351.34
Q22993	Q22993_CAEEL	25546694.43	28444594.59	28438294.24	33652592.59	33657392.92	40125576.38
Q70UQ0	IKIP_HUMAN	14064080.33	13155686.72	13989655.93	13777422.68	13542002.72	14277402.55
Q99543	DNJC2_HUMAN	7640602.452	6666503.297	6989243.569	6428183.046	6948314.797	6852467.141
Q9Y490	TLN1_HUMAN	19048903.02	20010305.24	18595348.27	19974928.87	20007651.43	20678787.81
P62424	RL7A_HUMAN	133125430.7	127968368.7	132522042.8	119540619.9	135747960	139880176.6
Q92947	GCDH_HUMAN	4622854.57	4368988.058	3801095.074	3895845.265	3928524.444	4138633.867
Q17832	Q17832_CAEEL	36322975.49	34755726.2	36141478.89	48625628.28	46586233.92	51555220.51
Q9Y5B9	SP16H_HUMAN	56785375.09	54905086.31	52576131.37	52919292.21	56333135.32	54749985.37
P08238	HS90B_HUMAN	521599137.5	523746671.3	525977341.9	553427144.4	551364252.9	553420069.4
Q99567	NUP88_HUMAN	8990663.172	8394516.717	8381006.385	8921971.162	8405355.249	8817130.344
P09651	ROA1_HUMAN	293361892.1	285274039.1	301013571.1	293185887.8	316533458.3	298217344.6
Q9H0H5	RGAP1_HUMAN	5696958.512	5569802.603	4942669.588	5533168.15	5543819.625	5498638.186
Q9UMR2	DD19B_HUMAN	2320112.081	2841279.051	2077025.302	2271996.786	3087138.957	2624913.766
P0CE47	EFTU1_ECOLI	29373332.45	26677209.03	31187375.22	30048156.64	34274523.2	34133180.02
P42285	SK2L2_HUMAN	24320621.09	23638570.8	24996126.21	26167715.87	25213911.21	25303786.98
P30040	ERP29_HUMAN	30221734.89	29050312.36	30897613.03	28726465.57	28982171.06	33506237.88
O95347	SMC2_HUMAN	25424532.44	23947836.87	22117988.12	24651666.78	23846919.37	24976647.91
P20645	MPRD_HUMAN	17616945.74	13039402.16	15101970.24	14426314.89	15794543.96	15605382.11
Q7Z6E9	RBBP6_HUMAN	26674943.05	21005946.76	22018496.93	24794543.75	25499170.28	26044088.99
Q86XP3	DDX42_HUMAN	13460292.19	12665625.81	12477061.37	12330667.77	12334453.06	13303942.77
P05756	RS13_YEAST	57270910.93	44600660.5	59694411.5	28360743.33	30861671.82	34416642.1
O95299	NDUAA_HUMAN	15303383.77	13911863	13037390.99	13141083.45	14518002.56	14498528.11
P55265	DSRAD_HUMAN	24138282.47	23134362.6	21574399.54	23500264.72	24129521.56	25321394.52
Q9NVP1	DDX18_HUMAN	17336623.2	15778739.44	15681121.81	17235768.04	16758437.88	18118858.29
P49821	NDUV1_HUMAN	15863948.12	15029850.58	14245680.98	17589369.05	17395247.7	17098321.61
P30153	2AAA_HUMAN	31951084.53	33070433.69	33652571.94	35833019.96	36057458.47	35701379.19
Q15397	K0020_HUMAN	9260693.198	8351040.832	8662008.247	8773849.834	8479893.309	8609704.252
Q01780	EXOSX_HUMAN	14072464.21	14106096.39	13510463.36	14194476.48	14028462.32	14071091.75
Q3ZCQ8	TIM50_HUMAN	11293102.35	10207781.6	10269368.16	10353134.97	11237080	10546645.05
Q7L014	DDX46_HUMAN	24427983.26	24712375.15	25037089.22	24645375.16	25069809.01	24886336.9
Q9H299	SH3L3_HUMAN	25198076.93	21193110.95	24664418.1	25318788.78	24051010.24	25361045.93
G5EF37	G5EF37_CAEEL	47659752.56	58006040.57	49128064.79	65845840.01	58926009.45	61666116.96
Q13838	DX39B_HUMAN	108284520.4	107520515.9	104976499.9	110713373.1	115279073	115394089.2
P63208	SKP1_HUMAN	17914223.43	17845120.8	16929123.72	20857456.1	20359122.52	19493868.79
P34559	ECHM_CAEEL	61623645.93	58681284.83	64576152.41	72949887.76	79413600.67	79685250.68
Q9GRZ9	Q9GRZ9_CAEEL	12280224.34	12728611.55	12598603.46	15248839.78	15322699.67	15928002.5
Q08170	SRSF4_HUMAN	15591660.03	14873798.31	13962191.28	13845436.67	16276093.87	14515606.64
